bDefaultTiles,192,192,32,96,32,32,0,1,1,4294967295
bDefaultTiles,224,224,32,96,32,32,0,1,1,4294967295
bDefaultTiles,192,224,32,96,32,32,0,1,1,4294967295
bDefaultTiles,256,224,32,96,32,32,0,1,1,4294967295
bDefaultTiles,320,224,32,96,32,32,0,1,1,4294967295
bDefaultTiles,352,224,32,96,32,32,0,1,1,4294967295
bDefaultTiles,384,224,32,96,32,32,0,1,1,4294967295
bDefaultTiles,320,192,32,96,32,32,0,1,1,4294967295
bDefaultTiles,320,128,32,96,32,32,0,1,1,4294967295
bDefaultTiles,320,160,32,96,32,32,0,1,1,4294967295
bDefaultTiles,352,128,32,96,32,32,0,1,1,4294967295
bDefaultTiles,320,96,32,96,32,32,0,1,1,4294967295
bDefaultTiles,320,64,32,96,32,32,0,1,1,4294967295
bDefaultTiles,352,64,32,96,32,32,0,1,1,4294967295
bDefaultTiles,384,64,32,96,32,32,0,1,1,4294967295
bDefaultTiles,448,224,32,96,32,32,0,1,1,4294967295
bDefaultTiles,448,192,32,96,32,32,0,1,1,4294967295
bDefaultTiles,448,160,32,96,32,32,0,1,1,4294967295
bDefaultTiles,448,128,32,96,32,32,0,1,1,4294967295
bDefaultTiles,448,64,32,96,32,32,0,1,1,4294967295
bDefaultTiles,448,96,32,96,32,32,0,1,1,4294967295
bDefaultTiles,480,160,32,96,32,32,0,1,1,4294967295
bDefaultTiles,480,64,32,96,32,32,0,1,1,4294967295
bDefaultTiles,512,64,32,96,32,32,0,1,1,4294967295
bDefaultTiles,512,96,32,96,32,32,0,1,1,4294967295
bDefaultTiles,512,128,32,96,32,32,0,1,1,4294967295
bDefaultTiles,512,160,32,96,32,32,0,1,1,4294967295
bDefaultTiles,512,224,32,96,32,32,0,1,1,4294967295
bDefaultTiles,576,224,32,96,32,32,0,1,1,4294967295
bDefaultTiles,512,192,32,96,32,32,0,1,1,4294967295
bDefaultTiles,576,192,32,96,32,32,0,1,1,4294967295
bDefaultTiles,576,160,32,96,32,32,0,1,1,4294967295
bDefaultTiles,576,128,32,96,32,32,0,1,1,4294967295
bDefaultTiles,576,96,32,96,32,32,0,1,1,4294967295
bDefaultTiles,576,64,32,96,32,32,0,1,1,4294967295
bDefaultTiles,608,64,32,96,32,32,0,1,1,4294967295
bDefaultTiles,640,64,32,96,32,32,0,1,1,4294967295
bDefaultTiles,640,96,32,96,32,32,0,1,1,4294967295
bDefaultTiles,608,128,32,96,32,32,0,1,1,4294967295
bDefaultTiles,640,160,32,96,32,32,0,1,1,4294967295
bDefaultTiles,640,192,32,96,32,32,0,1,1,4294967295
bDefaultTiles,640,224,32,96,32,32,0,1,1,4294967295
bDefaultTiles,704,64,32,96,32,32,0,1,1,4294967295
bDefaultTiles,704,96,32,96,32,32,0,1,1,4294967295
bDefaultTiles,704,224,32,96,32,32,0,1,1,4294967295
bDefaultTiles,704,160,32,96,32,32,0,1,1,4294967295
bDefaultTiles,704,128,32,96,32,32,0,1,1,4294967295
